name,addr.street,addr.city,addr.state,addr.postcode,@lat,@lon,image
Wagner Park,700 Trumpet Avenue,Placentia,CA,92870,33.8930654,-117.8507406,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRwi5eIFCEBXjFK-0cW6n1LfayTieMhTWanYBXlNlw9VI6xRA1DTgB3rqv6lJxAlZVvnHf3I11VwL86lAd351y_KJMUq1M584yG5911FdtuVwfnj2kP8BeXrJVloTmgYjQ8hWltyTmin30Dmrf39hpKklKI-oGBVrX3Z9Texn36mb_hP_jkA0ktSmrSawL0MMB4w10bObyA-kGwNGJBi7w1ktnQap0ZLWz1zTbPpyFElatHatWEzwkiv-RygELpP2BK81GjyTFUBQ1ECHZWZY911hKubYpe42ePD-wk-feRnZohMY2agA0VFY1buyksY4d9YrwFjxkaacd1ekzj2u1bogq7i-E0_YYD7UhJ5U7nMn3Igw7IFsuwi6uuOl6Zc35ap1oZAeQLmDh_B4fdPkBsL9zOmTP-dTns0EFW-FzKxMQg60u9nmPGdnFn1MnAnRoVJ10gh8VNvSAdRZB8s6dVCFLfAOFUMznKDFqKzmFnPNHJ_cQzi6MrMmGplqs9y0nUAsJJwYBZTzdSNIQsp_onY04Cz2eyBNV8CR1oLG39eJVEJevIOvXd_lv_LkOKzTxZeRfZMMIA66L5F-2BV2WK9mbMYVtURlDXM5hLFhzZj1zeUfCTLqoDkSoa-Ji4UucwNZmVuUL1qicnEvBKE5kr4t0&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
The Claremont Club,1777 Monte Vista Avenue,Claremont,CA,91711,34.1144056,-117.6998972,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNR8Io7m_CN6YMguqCNC1kmtmEV9QW3JePmdSVXjW6PjWHR_h3gj8MQnWA_FlQ9SsdYsiscqU0uYr86O9BFuAjAhM2ykBbf3f1nYNpB3qJj0vUM6hYzub3qrfSTOOw5xVOnDxjul-CZw5wiX_rsUFbo6DE8Iwm9fVr1CYBbubdwgincZ1xH7xOx532PTB2eX_2spIX_L9PIIMTIUk75KerjPnROUIuL6tVw1zMss6hP5wfA6CA0foxnPPLyCGBJKhwdvcwOoEgG192U9YFBhbcOM-fcc0-R8dxh0aVxW4zu1vq03uTFNgms3fzAGjRIw2XjWi4_JV_A&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Meadowhouse Park,7500 Channel View Street,Chino,CA,91708,33.9591194,-117.6411466,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQeNBrKSbsiqN3ix27TzMiJdhXRWgdsBw_FpVjKVFtVpbF5zL73LTnxHv1-rsAvMn1FPK3oqeRPHll2ATM_ZHK0b7qQZhTlfvTYh60v6VB4dQf2NvTCHIKIJL8fbuKxcGfUzCVuPEupjpaQYZc5lUgXWOWqBRapq4xzClHcOjNd8bdxBJvMrode4sLf9D_L_iEs7Z8x8X9q7o8Ztr2IQeuEEWGptzwr_GO7Gjp0nElWebKOiQL-XInb8seWTRx55XsF7PJZTyayXfx3qE6s7OveSX4aA7Y2smFccQG5ECS7wHVSU2lgmUN5fGhEH_W_LDZSGGmZ3II41iY9ISifFBzohXQskW_aJ0k_8_Stwr2DOo-hJTPERNzaSqmvtqf36DIQwnY3k0B-R1fobTyQKQII67vmzXhGhSzr8jAG6Mu8KpwF5YDTk_JRmY7i_UunDxDgzKGQH6bb1tbXrOVDyho29mRb2kCsF4o99UbtVhhZbkGPUX8PVaIZSG1sI8J9bgp8_uQ4nHv2SASOnIHQUyXSkIqb379tvMCVSYKX-lM-LLlmrUhwoM1r0srZ9nCSMeA2EqDNQ1jlxHcuhT_5WWMrbx60-ORYHltntqJfAiq8QOxWaOxIRePkt0WxqV0CgdCKBw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Red Hill Park,7484 Vineyard Avenue,Rancho Cucamonga,CA,91730,34.1175734,-117.6119451,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRnM5LjU_go-M2N-x9ttfyjsqYsrVCGS23XgFm3vwfaRqEXQrLzauCfiRNlhjwlq9WAjPP7JieMDvGIO1ZRqcO6KMryNiUunZPU-LlYUdT744FMxn5xVrGAw9z4XeGv5MGZGbEBOUa9thN7ZD0S3cljAQBKAsHLFVN6z7R-AlbiQuJ0GxzZsQBFlsPZjlKIyzGLGeHn-heNIQtjyYJPDYmjoEptDkERVQrDrbHSG4MrjYmTG0r4XLIksVog2I4FcEgPHMZ_3mzzHXBckDCk9sXVnz6RoX_G_qR1iXSi5TyqhleGQXHOV6tIPWI8qkHjLq2VI1hvpe2n5BLEM9NiVPcse7NodvhH17Irks21LofCgzzFLbPqymaRQJXs1ZxuWWbjRKL2GVgugYI6MLS5z431P1A5TAj5cYvdR2qnNZvDz65wE4kVEpNUeAXsPZIHSvPR5Y9zeV8dXwpy7QRIntS0JHVcOr2vCVXzDliGoYsEVomRy-eW9bjUia_MU9IOEU8R3_qqhPF3uasSEPIFN6RNhrBb7deJs9CuC3bPneRwBYuajT8sBIJ-nH4WeAZATJ4o3PeHsQrGuKj_32ZOQt38oWmQeJkc6V2hjGBvt4QJGP1gxn0VGUNrXjKP6ax1&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Shadow Oak Park,2121 Shadow Oak Drive,West Covina,CA,91792,34.019624,-117.9000047,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRa0czkmiCVfKhn4-Bd73IeqvBfuj4PzhIBjY0nvg8XadhEDlhUVbyRjxx2YleHHL4FORB4iJmKXlV16lkcrmUXt5gt367YB3XVjEMLLxp2O_jBFnzGx6-WN_xADf4fgzgsVoEwZ84y8YBLEMFRnjGUtnyULZJ3mGaJoggDVVlyZSHXRHmPIDt6RmixZmfo3MmU_Xg2miKQZZ1juNqE8pmDlT9WLSMVah-1n5Iwn_--5eWX15v5hRCLI_pXjXYe0gkotSCrCWfIUJdud_M_lWMdsTYwQKgoq9LeCx13c7tPIKrG-jK8XbnklMrGipHProT4KpLLx_J9_FrhGcJ9nzMCABAHm8PeO-qYFPAFkQJ0zXHT88m63oh6ECaLWslT83iHPonKREU8uijASWYZfpAQAQBmd5_U8LIZ8IYq9URlp3eDKE3OhumWOkUrMHa-q0xu033NelTn0OpwV4Dr8TzimMR7Hu57MHyKOgiC5UQCVb0hNVR691K-uK14gSBPrWgL0I5qLZicN-YGjrcXPetC2vF8xTIe45jTYfhazEph6zCZKr7emR9HdwlxEAets4n1k3NmOss_K28OOIysBPU8i3sIyxosBXApJ8YtEHZamjq0jAEfkDlOHwKRaew72Izv_1H9&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Fullerton Tennis Center,110 East Valencia Mesa Drive,Fullerton,CA,92835,33.893295,-117.926254,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSaeM48meVERcH2tYXJJnxWlo0fwrY2t7oTOoxC3ZmfoJawFgxuOhLvbLP8GoCeH6jpWO34Hf5sKBL9YlzDeiRs8jak0s1E18TUKUWinp23S-gHuZEsqoQ2Igk47FOwxWOq4H7gA_aQJwkEVnPBzV5RIG55VxjF1GnjZ2_RBt1ClUmDwmS5abgy1xNvLoRYT-pKZT_EwnfyFhB2mJwjjvnFzS4oaAaGIhcyqgdsfH2J2Qfv6hCy7848Ti7BR_oxW9IVmcRosVOHl-bKyhD3ITfPCjLhP1cyH8tum7qE-r_4PM6igTkYou1hNQko4Eje3wLWm-Gkd4WUSE330bu8SAMiMWX0fCK_XJx1pVFBzIWXyixQH5ocCS3nu1gJI87vuMH6WttPt6WfeVMO_TgD8FyKv5joVCvgRWQWqzjEuWViunrUg1whrl7BhpjjqcBA80CcHkAlGEd3a-GHWqsfbX0AEMsdkMPAzcHWgFX2UlUWgOSbdCFcXP5fijCy1loh_xwE-oCta3hAoJoTT-0YmOK5yJ2tL-UErjYsXr2Cnx9I19Zf8ucsj2Yht5nxg-gWJCZbLkQKIIXptDv_i8xl_wlsn-X0WuyK2t6dh2I2xyygIhJxHoz7oD_9kNvPTB54CkGjpGYE&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Border Park Pickleball Courts,,Corona,CA,92882,33.8572776,-117.6047967,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSS4ePrgzOTo5NdjWExiDCEWrGn4ROpk7O_TkpKb8gIQNFH3_NSPNmaB5qZrq-sEbKd4uoAPJa-BHsinYmRkJQjRbCNz6zIJRoGI_uY_oTre4K3r-B5slktLY64Laf-DikpfG18UCaTkmwtmg1_AnUyLjCj9SrVicv-MW2AeFvLSPv1_U4rf74B6tJO0FTa74AcFl30nPyoQwtkxnVhhp5snLZumo4QsHOYfpS-U3Nyj5qY_liDczsrwOAS2ioe5gJ4PJPUZU5JpkY3JykgfKtwXKLyzpIl8SXJwRuz_UieD4QKMmngV1Q1tLbtZKDzJZRcs8XhGrIa-1KqZhKoI9I1bdIzWXUrMZdNd6d5VzsQoiSzgi5M-6RozXX569rp-ZGG-w_HB8mMWTlmIiorLKN3Lb4UrRcOh6Q6nWP3dDCqyMJ75In5zS4MStcBIYQihJF5XCkmAwXEJFQJ96R7oL0nhCp4Y2fZ4Au3K3GRyHV3HbOxj_aJ37s_dxhnt7HvildmltwcSW-DlRshO9x76A4d2aAr0hb__g3wxTNn6x6esb65N3tiwRJPAAV9TfMkoR7SMgjnuoGWIkVPjE-B2iPAOoDMxQ4qiiAp4KVQ2J8R4fwCr_Bfbv0xZP3cD5jZXK-yQMTx&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Andulka Park,5201 Chicago Avenue,Riverside,CA,92507,33.9575529,-117.3477166,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRpHQDkSW-tDHJ_67DKCUGhlUQaBhkztXf-xrfOo0zfXaj2_FxY7zxupIxJuHPript7lM5uBERlVfKR5ACgtXE4pEJ2xxh0VI9uNnaGj_BLqHgx15CiufQL6EOoeIhpK60iTbQwPP3RG_Sr0KISbWVtVQyVcmjMbr1fukmsJRF-g53jZUunmXAIceC8FuxZO67ZfDjKvfOK2iMwey0Cvi02K6p73P-2U-zBXA3u3BUGUxykYQhwKPfOK4GElnfKDk6SagzFyqzRFo1EV4Iv82tL26i8AAnaFFg6HCVe-R7H4PxZTwskjs4qVxMhZDgWUy-NRkzOxE-PKswu7uKImsbSQ3crzodKUB20dpXEhDbyZZXK7cpAHcVw80EzwkTk2TCwMMWKG_TumH-_mbM-mHSeH6XzpWjcjVRZ3gyXupjG5KCQH98o9ip7FOhR6FYqg45oQpl0nLa3UBqpsYlk8eHELq3L43mAFErKUz_cSpfm72bbdxIDTWv_SGjO5GWEpFaN5C3oC8OL-DFnmWvL07uaBoIbRVNn4DG7WbyWgsCS9aVaiR4L-O_68U5nMafSBc3g40YqvvKCU81WnSsBM189YdIw_NMcoPsIlA4TomxNZFpqeRwHopgWLBcY5-H698Xl0g&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Catawba Tennis Courts,11417 Plane Tree Road,Fontana,CA,92337,34.045607,-117.4584104,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQkSoDuwxr7v4-UrTvfkR3NdXZ5jLJziSDB8nC7DKVwxc8I3JLlXK8rZPzHu5OUH6lWVLTBRbCIsdCMCnCrsHJ-1yZIVRbfHRkOis1OWXKmbnXWn_syLBhtbE0Mdrb2cg2Mebwyxc-nWqlVHU8URCtx2BuMV-ArRMPPJ4sFGR8sh8eLeZv7sV6tFOu9756-0xSFiKAzOuiqD22feQpZqq1GEuu3wXz5jfGGNjcDzEss9Z7gW9hH6f4SfI8YKHQoOsGhP-Jf1xLUjy71ezy2ZL5yNsQWKtThKo3dzebxMnyrOhPdSPOw3fIJvgWuUuT1O6xXcKaL44hhPnm5fLrGrEMK351vmJzXTL80HcoBo-vADkNbe_0k3EZIIkPqCg64McxDSbljvUElqnSCGGdIHCrR8Lc6nLxiDMZHcr_ZAm92MjVtIE0maffoDii_0hj6xZGfwi8FftGGZJFziho2Rsk2RqZo_AwprHyVJPgLvn8ssFvW2Lb6QRSejdqzQIgEW1ifybcSW6f9Ak1IiqPwH8PIg-cCGMR5FuhOtcx98QJl-q9n5lF2N5MaF2ACbqm8N8UtOiPnJ7ApFuP2DxCQ14zD-R03p16RmbCf3AYD5SQCZ26VSTVWA1qtQdy-A6pLpfxLwjI7&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Brush Canyon Park,28282 Brush Canyon Drive,Yorba Linda,CA,92887,33.8785219,-117.7009292,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTXDqYKQM4skT-ODJtb5NVZcJQbLChFDBrg3bIb7wL2YSIC8RH7UcUmSQO4awyibY4NaRdtRBoT1o-GFvU3AD7kZw1Ak81eqGL-bge6AEMjm0X8JVMUZjXRvmoGrAN5xXvx1kIMFfamANXZteKRK5ZocQyhpvtGp2SHIMcBn4zMnsYBX1zVhA4xSdpiNDp7v7czXie9hQueqhV2pwkvWhnHu4pR0wlkjggwgvv9OmE5KV8eCYrUYtmob0AyX2Ezo5sS7BX_GVNOLRGOb9q4mhWtZRgnhVhfr2rA1CJ61b-g8XYH8Y5jfeukUV2qf4F20ITVJYA7WAYG6rFrLHk8cKOYoNHwShtUOcp2dvoOVi3X-Cye00asWema3JqCXhTT0YfB-L5RV1ltnn-BP2t8voKqkzqoSnM81QBIxBsQOE0gD2c_uT0V_U5_fPcDKLDXTtNhE_T-A3GLbCfGOiXvnujCalbWrV2i3Z7j-WER202QDkv8rXT0TH2KZGU0NeSVE7vjEth2-yOFdqIdbOOL6k3bcSwZ42YNB52f2triTaIUo8jGve10rHSPR-E2JhuypbJiGElc9PLf4C5STjY647Txj48RfFS6fhCX7W-5x2uCZSZorLJY_uG-Kcd1RcAnsbxBYQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
San Dimas Sportsplex Tennis Courts,,San Dimas,CA,91773,34.0959588,-117.8243045,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTs9r6KKfNAsxoX77uB9e2hdyEgr8nof00B-CIXMNhIRORnNwgqelNhx-rb5dMzWaatXmTTwGQ1Ep441pc9yNpo2kOr7q7GF7jdtG6RHoF9ixf7WteESBvayhcJa0kaXtPlmzqOKXGKR-YRfAbdc6RhyNBSRdh4Gv5UEv6BDUIqDagi7JT3jrWeNjpJfdJw4Nath8aNgZ0m0EUqXw0QX8F5xgJlHpIJISidqUWVMwJPa5Ws290pwfiOrbZQ_6ur7lhoMf2DzFuRtkVtxedErudIZW3xFVI4duhmD4aRBW7FZPuQ2Z-2_IUEmLPAwDcRGMMQnXEir_isevwP0AL6U-Sq2d4Wpv3_3IR7wmgXCngBGlXefpdfnnXIUcgWEBes1rcLIYLr_XCIyiDX3sTbPLMvFIvPjNcKLp6OfF-JGNSZCKN11IOu6LKmflxYDsVBm4C-DpvaY-kNMTmgzPaXVlUUX752MJNl1XbVwSol_aejYGsrAxQUxWFus-QpOo4p_-KoMCZBZ0zCyB9qDUdUD6B2sqI0WQ1IZNwYMOkALJhLT4K78o0hWEmlZ3aZLnlFf3LykeKSSsIRAbkpokUBMYHdeX1elVuLoIeA75yBHD-bdQ0YIo9N7_2XHjsfxkd76OgmdVtp&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Blaisdell Park,440 South College Avenue,Claremont,CA,91711,34.0880388,-117.7135119,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSubQt__M9PzZLgqO7FZEzAL7QRFictyqo8eyxB7C1HxiEes3nWqCD7-K_PB1Dj5gDv1pj_YZu9xVn9rJykweig1fX3dA0D-eMOdFbfWJq-SxFHFiNEkKx8zLZh_YTWM8mzZkOh9WNugjOjm2F1s-HSQFhagrDXeNNAks4PN2giy_HMPSBA_NLnW67ZXyrTpK_8fD7xQ7g8O28itOkxyZzCVGacSIyMHRG7K8QPUId9ZHDDLnuj5axRY-jwYSlZNCrrwpcFbs98TOlN65jTPYcxpLWtyw7pdbo9B8kBQIFiMIoP2vzuGdKWRgu0CGtC3RFshiCJtasqpXZx4nbzgWii6wwBzYnqrin6jJGTYrHAWhUOdm9oa5lyKkJWh1kJXKS2yfMzrvvsAaXepq5clLDgp-7CvpKAZTKHvZ3fQL7ckqJbqUkYFQMROusL4u6KbrLv7oDL5wyOKkw7thToMqTLdjbyzWFStmnGKEcR2VuHRLjowghpnOyRpaoxgrTqF3zwxB6M2YCWwC9EAOY9jpcSOLQp-vbFVX4vPLKC6Sn7-BWCW69Y7IzmFXQdgN_4yp_x6CzQPkXHxjW7GjnGLpwRAWKCbsnY7_Gq7dWM5jEsVyhF-WZQJMrpCCLUbN94U77NHUE3&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pickleball Courts - Brush Canyon,28282 Brush Canyon Drive,Yorba Linda,CA,92887,33.8783763,-117.7022057,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQYTOpggt-aJF7CkE2Ia_onEtWYoGELhD_FR8xHhmCVpFhN8ooQSnKXtSEAt8Ij4_n4LyIabT2OdNXPMrHtOjrJ7zn1qQImkrg6L8VTqq-HV_t-HgfZxys1LfSmagpc_mREnpBECTUfaiSYtupFzDsyQ5vDZ_6pNKjhJwGsPINXJs6SCBkKmDdfPnohCNdV9gFNQd2pT4ThKC0RmHnMntq_Am1FN-FaJoqLSoI3Qifbqymv5V2eYXInNVeJoguXk6GgCl6lLcQndIa3lHSWUFckwZu3a_Ni4G__R5cysaYskPa_5rgd5S31c5prUNk1hjjEEjgF72LsNwt73cY1tryiEEIIMWQ9LXB2f637_5e7CUc4omYCr6EfI4FymKNlbFk3lI4Ue6tgFdvz_5IQVs5_BWTBfJjRlKXg_xRICzGrqy_8HVswRQzPUJxL52T0wjZ9_QgrOVdiGc5INgAdOdPEiG-ZZK6l6pF6oAHmniq71A_j7OisgE3G3V7EsnCDCIqmr_wmP-eJKWukWvQSjlil5Vq9_81f2gP08ybSPq-dohxqo7ZsRJqE3VkH9vds8nd70h7S3vqyNTayrfzGvsXz-3H6_152Q4nNGE8RBuQsc3TNItP-pLoicarQn4stLoDT8w&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Basketball Court in Craig Park,3300 State College Boulevard,Fullerton,CA,92835,33.9093548,-117.8861304,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRnjFLkQwyTYA4HKRJi1ZLePOejKXOOTZOhsMT7z6XMlV2rPAnndEI6BlpcBEPFLTRb51VcGR9sFDTi9VuIcRfOps2Ro5ONRcx5299RH_f3VPP0hGXLuCqib8RhJWhHL_eDjZimBas6WB1ZLonLKUUK2ORyg145xvC4EGMcza5yQ6Bh0DKgnVeMMR-7uoOcJ6fbJ8-StvTq2Jk7RVhGFS8vF-UXycvpPt4DW8BIy0NFan8CHTRHlvOQTQta3_FPIgRsw6ltAHMW5buQR4e-lxNf8NAjrrgu3faflhBY68J_M5iOF4oJhaYX2H5RP-u7YDjJ3o72-KvjjObY_qtBMGV5tZgqwWtXQ1vkAyF9CKJ4ywO3hCjv06v81Ob_6tViXsZZzNnx4-eNak2EY4avwFi_SPdjTB3JbGqr9vYiaO1r9jU3jbj18qy0bnH9myzvjVoVfD0f9XxKkHft6K29E_KznxwyR-51MTuQIQgcU04mPn91S7ZKNRYBi9U4eJXQCzN0B84gpMP1VfCJU1XSVTdu_ax2CAMRN2kCm7l-GkKwZTRZ7j3UFTApb3tk8yKrui0LOsFd7nwk013RSh1w1e63itTuOmajeiu9tSB9_NVuBWIJfXqvUu_dow8repvzRwAqvw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Ojai Valley Pickleball,401 South Ventura Street,Ojai,CA,93023,34.4444701,-119.2470973,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRifqemZe7Z2t0svKQ3AdJPHALMaQfncbgjhvO5a84gW81lYR6j9ObJaOUa4AcgtJRxOd-sPc45nG7lEmTOmkpQiUCR5LcuMaeYs21jWh2QmjWm3-CklenrF1wFXZy4HMKR2bnP0kTWyKnejhBOXEpcDxXBvIBSNsqef14shaY3NFRQ2ZxnS2l8_OOkAbGF0apazLpQ8Ufj3aZSY591cUhqv41MTvyxEjCZC8i_z0uvdCRXz0U5q0ZRvsMksfvZ4_NCnzPWPTXGpVBUNrQe0Z-kxfdqPAP1mz63Eh0rqo_s3qxr7CWZhSfo_CTrIp2Q_6aZbGH9xgDENiaTURRwcE4TGMp3WgEHnSdALsozORujsVz1KhepevhTxbYQBXYpTZcAX0H3-VZjwLKHCN_Om1hs4e9FVZZKhhlTJLDoWIcKbELfQtWzQt7iLkJbL4XLZMrIyKtBLOy-ewy0bQ-q_eX8ecw8PlHRmapTGi9lit6L3pFrCQH4I2pxVNxk0IqAYOVntaxJOH6ERvrC1AgkuE5PceUiPkN-fznzSIFEwTtKHz3PrebuyTn30tJmPvmiqhce3QrTX7SeJUfj5fyetspZkGREUfYKtj52YjmrbKaMK3P4&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Bouquet Canyon Park,28127 Wellston Drive,Santa Clarita,CA,91350,34.4531343,-118.5055516,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNR9FjrD_g__Y0VD7iF5Q0341t7nXtNj16cnNetg3tfXugS-lpcH3Wl3bwJXkJeZ2OBQGlahgGiePo_7fzCeyDe07KZ40xdTW9j8qF9HptWQRskKcBuIDDq0NnY88tQX4ZasQV81onqQAJmxnDrBzl5iA0SQOiwbdjoO6w77bp7N3w0OQaPL5y1rcn8t-ozbIFSxs3hEyLlbc7TXjjVAKyNW-3RbOM7vxNhEo1Zy5F9LE7r7pjbneGJvG91Imvly5nDOL6FSR4mfrz-s04U7aLOGCfCXzwZ2DR14ofmXNwadHWk4iG6F5U51wjWH4tFT-a-EiBYXQPcX_qxk6HkvenWMn2ZvBCzPhPH_OvSamcGM69XLOXRiirB0JtQVevQUiMleX-yyzzVurzO3F5HwAgqFLX1RAQtnpt3WPhRe2N3t4q71IDUkaehaHrha56SYdzPXmUKpoeap6C-g_nYByC6m8uzTZDQc1PuRPDBmqtwNyRXBcnCI6-89kZtr_Lq2LLebo9-yqYWc-1PEPDYB1iSAkY6JS84AoIXpFOc1D3QRtrGR8P2ICno5puVtaeD61SUXxW9gs49g2FQ_1xej7Oi1-bj0e1Zr7MWeOMVdvm70cvSMbC_kTzno3_jgvGQDK6PxZg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Creekview Park,22200 Park Street,Santa Clarita,CA,91321,34.3763637,-118.520516,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQiwRr0e3gnkKj4TXYIiJ4annqkn5yJLoYSVD4Fw366v3KFNBJSGeFesNjVtpDYaoOL5BnRx0LbBKMYUFzi0CAYzfCCwgjFVCxMdVH7ButZNcAmcT9BRvsTXcuERTbh4EJn4b-0nquBDvqznv0K7lzWFAC_AnlE8yGtA3D8xR7fv3NuZbuyyPfusdqQibyOCehtqnWyEQmmdS6mncpiLYDPiAxkMCyKdYXVns1Okprl-SDZtcGRff1hNjZ2FHrGQ4qzqSqwpuHR8N-FKMb5aeVnqrXT7euqNAj-LZ72nOpnhIXu3L1h3FrB-TNH_6AXQ9gsEIRDUne5Dj_aYv5aVnyolYt06pnIan6zeJ7cxAUc5rHQDBHrmuBD_i0PHBknar-yn66kwOrV9f3cg2Mn9YoUnA31esnqDkbqjcaZXtqYpDtmXaaeK_xGlw8DukqcfG13Jd7bJna-u3V8Q1IuVTvLHSxOekW_nmUYumkDM6wQXs3t4EB_jSIuBb0TWORTY-3GXzGHLS5vC8xa5gQM9nT1QCAGuYo5StINJ_iTSwR8UTddZZFCoW2rZctD-CnCDsS_cM61FDvLSCr7j0uM0GC1umdP7K7v4uj3DtpBbN5sOvCCmAe871K6qfTQFxSb15D9SA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Valencia Heritage Park,24155 Newhall Ranch Road,Santa Clarita,CA,91355,34.433317,-118.559006,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRNnOrEWv0V3F4bIqyQKTIyPzHy2ITjho0NGgVDR4au0-tCAvvd5Blx2yeuN2DWnJyG478GuyCk3GaZIfzg0I2ChWkyMd-4vTXxFTp_JJQpJCSaaQwJ1nztr6GSlZGkbWFqW6sPbyup9UJWL0e5osROx-Yepskm8NVto2LQtVNBNkGIKHp0iUxCc4pNQSuFyotX5kNpY1TE323aKOnjB4js3hxhQCV_W6Xd6EQvXr_89r6CE8LnlFZmB2UY9pndz1E1ecunByOV-bdscCo-0ckzVanQVhXfGDXV_cwcrUyTqvKpIARk6LsWAV_4rOk3nuh-KVfXQenfSQCTqpIJoeK2fHfidln5JK2CfhCJXX_0ea5Hc_7Wm5IwjeNqukRUkzbzZIScLuKCsyT0D0vToDHrjQUG1EMS4c2ZB4tnz16tA7fLRYeZc5ANIu6ox6uWTyVx-l2yvJ4loN7Fc74StAMBt-91UuKep1M8QzqIpkXZCIpZiN-NUWK0tbhCCe5N5X2UH-L9nIIbOD9bLdNH6LPc7ofS5FThX-Jx46Ij4-gpJrqVHh6ThsCni4JoZYQzKT2UoZLU5Q54ITd0y8YAX-wXdnMqOXP0Z5quqDMexluXR8Q6DF12wKVmxFzbazDDmPtAqA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pamplico Park,22444 Pamplico Drive,Santa Clarita,CA,91350,34.4507253,-118.5275891,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNR4FvXp4mgvHfXL2zAlDdDakY_Scf13X2xgYsmqQC-dqPIeVw6Tc6CtVzy_SooPpq_MiCCMWBSZ3EKfMV_hiJVeDwg_rFGQ_Af4jvkXs9q6LcJ2x6UIZrvdzDoHd8AG0vcHcRbGmkYIPHuKr5HENQMOU8JMkuSFElqJPRO-Be0UpDeVc8_go2vOdDjOwmOiSmfSpM6YHiJWkYpff1B8EdL5UZ_OcKCKOYHk2s2qGTg9O9oYCTT-yeg4uH30qWI0H5Iuc2Pw4112HXRUIXsfIiV86pDfxI6TLJL2q9dVJXLPBz5wWnzeUTJB24MnquTqljfUqUMWfoNoLBYzhKk6Dld3p-lcmv8s5yOr_H3d3FBHP8w-E_ETDo5OcvEsctUzmbk5QSIWE9syuH6kiU8zxKHolaxQtpO7-oYFFTmiKwTT13npuLWb2bRDLdrphHuzW9cIQPN-RRBOFJ6Qv5RaADOXBNB6i08yDlll4p3JaUUIG7RfrNCiZhvZigPmkM9Y2hbywa5v_DklrJqtlQdnNqw0t_X_GZEt7zHGyDf8dVAol0W8ewTTz4ZFXUB_ex3IC9TxiWvrYsBNpqSRZWPLX7TMBPS9Rc-Ltl5VqXib21ZylI-9MctBZe2BIyAsCbeCvgsP7eZy&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
